에너지방향,인식기능,생활양식,판단기능,mbti_type,img_url,title,태그,main,애정표현력,눈치력,썸추진력,19금력,솔직담백력,환상의케미,환장의케미,color
E,N,T,J,ENTJ,http://mbti.glam.am/og/ENTJ.jpg,인내심 반토막난 연애CEO,#불도저연애 #프로야망러 #성취감변태,"일? 사랑? 아무것도 포기할 수 없어! 야망 가득한 워커홀릭인 데다 사랑도 일처럼 척척 해치우는군요. 불도저 정신으로 썸에서 연애까지 시속 200km로 직진. 연인이 고민할 때 빠르게 해결책을 제시하고, 싸울 때도 잘잘못을 확실히 따지는 편이에요. 하지만 단호하고 이성적인 모습이 연인에게 상처를 줘서 관계가 와장창 깨진 적도 있을 거예요. 남의 눈치를 보지 않고 주도적으로 행동하다 보면 나도 모르는 사이 상대방에게 상처를 줄 수 있어요! 상대의 감정을 조금 더 생각해 주려 노력한다면 오랫동안 안정적인 연애를 할 수 있을 거예요.접기",1.0,2.5,0.0,1.0,0.0,ENTP,ISFP,grey
E,N,T,P,ENTP,http://mbti.glam.am/og/ENTP.jpg,단호박 먹은 연애불도저,#호불호확실 #일단들이대는편 #나도몰라종착지,"썸 추진력 상위 1%, 좋으면 앞뒤 안 재고 돌진하며 썸도 연애도 빠르게 시작하는 금사빠! 말발이 타고나서 격렬한 토론도 좋아해요. 관심 있는 주제로 밤새 떠들 수 있는 상대라면 운명적인 연애를 시작할 수 있을 거예요. 호불호 확실하고 싫증을 빨리 내는 편이라 새로운 핫플이나 액티비티를 함께 찾아다닐 수 있는 사람을 만나면 지루할 틈 없이 다이나믹한 연애를 즐길 수 있어요. 하지만 개인의 시간도 중시해서 모든 시간을 상대와 공유하고 싶진 않을 거예요. 자기 계발을 위한 시간도 필요하다는 걸 연인에게 잘 설명한다면 갈등 없이 연애할 수 있을 거예요.접기",1.0,2.5,0.0,0.0,0.0,ENTJ,ISFJ,grey
E,N,F,J,ENFJ,http://mbti.glam.am/og/ENFJ.jpg,쿠크다스 멘탈 연애 치어리더,#칭찬봇 #1분에100마디 #저세상오지랖,"빠른 눈치로 연인의 감정을 척척 알아맞히고 연애를 위해 시간과 노력을 아끼지 않는 스타일이에요. 장점을 알아보고 응원해 주는 데에 능숙해서 연인에게 든든한 치어리더가 되어줄 수 있어요. 1분에 100마디씩 칭찬해 줘서 자존감 낮은 사람도 당신과 함께라면 언제나 파워당당! 하지만 상처받기 싫은 마음에 갈등을 피하고 좋은 말만 계속한다면 문제는 해결되지 않고 깊어질 거예요. 힘들 때 자기 생각과 감정을 솔직하게 표현하는 것도 중요해요. 애정 표현, 썸 추진력은 상위 1%이니 연애 성공률은 걱정할 필요가 없겠네요.접기",0.0,1.0,0.0,1.0,0.0,INFJ,ISTJ,grey
E,N,F,P,ENFP,http://mbti.glam.am/og/ENFP.jpg,사랑을 쫓는 피터팬,#애정으로지구폭발 #충동 3000% #취향존중,"개성을 존중하고 자유를 사랑하는 나에게 구속하는 연애란 있을 수 없죠. 어떤 옷, 어떤 헤어스타일이든 간섭 제로, 취향 존중. 연인이 갑자기 일을 그만두고 여행을 떠나겠다고 하면 묻지도 따지지도 않고 응원해 줄 스타일이에요. 한 번 빠지면 화끈하게 올인하기 때문에 헌신적인 연애를 할 가능성이 높아요. 어느 정도의 보답을 원하기도 해서 상대가 너무 받기만 하면 혼자 꿍해서 토라질 때도 있을 거예요. 나의 헌신과 응원에 진심으로 감사할 줄 알고 내 모습을 있는 그대로 존중해줄 수 있는 사람을 만난다면 오랫동안 행복한 연애를 할 수 있을 거예요.접기",2.0,1.0,2.0,1.0,0.0,ENTP,ISTJ,grey
I,S,T,J,ISTJ,http://mbti.glam.am/og/ISTJ.jpg,리액션 버튼 고장난 연애봇,#내적사랑꾼 #플래너성애자 #연애원칙주의자,"꼼꼼하고 철두철미한 성향에 리액션 버튼이 고장 난 것처럼 감정 표현은 서툴지만, 마음속으론 '사랑해~ 고마워~'를 외치는 내적 사랑 가득한 연애봇이에요. 연애도 나만의 원칙에 맞게 계획적으로 차근차근 진행하기 때문에 시작이 다소 느릴 수 있어요. 하지만 눈치가 빨라 상대의 생각을 잘 읽고 맞춰 줘서 한번 시작하면 갈등 없이 가장 안정적으로 연애를 하는 스타일이기도 해요. 나의 계획성과 꼼꼼함을 존중해주고 인정해주는 사람을 만나면 더없이 행복한 연애가 가능할 거예요.접기",2.5,1.0,2.5,2.0,0.0,ISFJ,INFJ,grey
I,S,T,P,ISTP,http://mbti.glam.am/og/ISTP.jpg,개*마이웨이 연애주의자,#마이웨이 #혼자놀기만렙 #내사람홀릭,연애도 인생도 일관성 있게 마이웨이! 서로의 생활을 존중하고 구속하지 않는 자유로운 연애를 좋아해요. 연애할 때에도 반드시 혼자만의 시간이 필요하고 그렇지 못하면 스트레스를 받아요. 상대의 감정이나 생각을 잘 읽는 편이지만 마이웨이답게 눈치를 보며 행동하지는 않아요. 처음엔 속마음을 잘 꺼내지 않지만 내 사람이 되었다고 생각하면 박찬호급 투머치토커로 돌변하는 스타일이기도 해요. 애정표현이나 스킨십은 다소 소극적인 편이라 좋아하는 사람이 생겨도 티가 잘 안 나요. 감정을 먼저 표현하려 조금 더 노력한다면 연애 성공률을 200% 끌어올릴 수 있을 거예요.접기,2.5,2.5,2.0,2.5,0.0,ESTP,INTP,grey
I,S,F,J,ISFJ,http://mbti.glam.am/og/ISFJ.jpg,뒤끝 오지는 사랑집착꾼,#뒤끝100스푼 #사랑확인형 #챙김마스터,"작은 기념일, 이벤트까지 꼼꼼하게 챙기며 연인의 행복을 확실히 서포트하는 사랑덕후에요. 상대를 행복하게 해주는 것이 연애의 의무 중 하나라 생각하기 때문이죠. 누구보다 아낌없이 사랑을 주는 만큼 때때로 상대의 사랑을 확인하고 싶기도 할 거예요. 감정 표현에 서툰 사람을 만나면 내가 주는 만큼 받지 못하는 것 같아 오랫동안 뒤끝이 남을 수도 있어요. 나의 노력을 존중해주고 진심으로 감사할 줄 아는 사람을 만나면 오랫동안 사랑 넘치는 연애를 기대해도 좋아요. 남의 눈치를 보는 데에 너무 많은 시간을 쓰지 말고 내 감정부터 충실하게 살피고 표현하는 것도 잊지 마세요.접기",2.5,0.0,2.0,2.0,0.0,INFJ,ENTP,grey
I,S,F,P,ISFP,http://mbti.glam.am/og/ISFP.jpg,귀차니즘 만렙 프로긍정러,#좋은게좋은거 #태생적집콕러 #세미관종,"성선설은 나를 보고 나온 말 아닐까? 감정이입 잘하고 선한 성격 덕에 연애에서도 빛과 소금 그 자체인 사람이에요. 공감력 200%로 상대방의 특이 취향까지 존중해 주고 맞춰 주며 긍정에너지를 마구마구 전파해요. 하지만 가끔은 갈등이나 논쟁이 그저 귀찮아서 좋게좋게 넘어갈 때도 있다는 사실! 거절을 잘 못 해서 부탁도 하소연도 잘 들어주지만, 상대의 감정만 받아주다 보면 정작 나에게 소홀해질 때도 있을 거예요. 내 안에 잠재된 세미관종력을 잘 발휘해서 조금 더 내 감정과 생각을 솔직하게 표현해도 좋아요.접기",2.0,0.0,2.0,1.0,0.0,ISFP,ENTJ,grey
I,N,T,J,INTJ,http://mbti.glam.am/og/INTJ.jpg,고집만렙 연애분석가,#츤데레 #데이트창조신 #분석성애자,호불호 강하고 주관이 뚜렷해서 가치관이나 관심사가 맞지 않으면 관심이 1도 없어요. 하지만 전형적인 츤데레 스타일이라 겉보다 속이 훨씬 따뜻해요. 애정표현은 조금 서툴러도 이 사람이다 싶으면 철저하게 분석하고 계획해서 썸에서 연애까지 빠르게 추진해요. 덕분에 연애 성공률도 높은 편. 아이디어와 상상력이 넘쳐서 남들이 하지 않는 색다른 데이트를 창조하고 즐기는 경우가 많아요. 연애에서도 완벽을 추구하기 때문에 늘 분석하고 탐구하지만 때로는 마음을 따라가는 게 정답일 때도 있다는 걸 잊지 마세요.접기,2.5,2.0,1.0,2.0,0.0,INTP,ESFP,grey
I,N,T,P,INTP,http://mbti.glam.am/og/INTP.jpg,연애 성공률 1% 나르시스트,#나자신최고 #개ㅆ마이웨이 #무의식팩폭러,"기존의 연애 방식을 거부하고 나만의 연애를 만들어 가는 스타일이에요! 늘 새로운 아이디어가 넘치고 나만의 연애를 끊임없이 탐구하기 때문에 유니크하고 특별한 연애를 하는 경우가 많아요. 남의 눈치를 보지 않고 자존감도 높아서 상대의 외모나 조건보다는 사고방식, 대화 스타일 등이 나와 잘 맞는지가 더 중요해요. 워낙 직설적이고 논리적인 편이라 그저 의견을 이야기하는 것뿐인데도 의도치 않게 팩폭하고 있는 내 모습을 발견할 수 있을 거예요. 조금만 더 상대의 감정을 읽으려 노력한다면 오랫동안 안정적인 연애가 가능할 거예요.접기",2.5,2.5,2.5,2.5,0.0,ENTP,ESFJ,grey
I,N,F,J,INFJ,http://mbti.glam.am/og/INFJ.jpg,겉차속따 연애꿈나무,#속앓이원탑 #짝사랑매니아 #표정관리고수,"좋아하는 사람이 다가오면 속으론 행복해해도 겉으론 차갑게 반응하는 연기파예요. 이상형은 확실하지만, 표현이 서툴러서 짝사랑과 속앓이를 가장 많이 하는 스타일이기도 해요. 하지만 일단 시작하면 삶의 1순위가 연애로 바뀌기 때문에 연애를 방해하는 모든 장애물을 다 부수며 상대에게 올인해요. 표정 관리를 너무 잘해서 상대가 내 마음을 전혀 눈치채지 못할 때도 많을 거예요. 남의 눈치를 보는 데에 너무 많은 시간을 쓰지 말고 내 감정을 조금 더 솔직하게 표현해 보세요. 그동안 꿈꿔왔던 연애가 시작될 거예요.접기",2.5,1.0,2.5,2.5,0.0,ISFJ,ESTP,grey
I,N,F,P,INFP,http://mbti.glam.am/og/INFP.jpg,망상에 사는 철벽금사빠,#365일망상꾼 #내사람덕후 #연애기준5조5억개,"연애 시작과 동시에 앞으로 행복할 일, 싸울 일, 우울할 일을 미리 상상하고 기뻐하고 걱정하는 스타일이에요. 상대의 감정에 잘 공감해 주지만 내 감정은 잘 표현하지 않아서 막상 좋아하는 사람이 다가와도 철벽을 칠 때가 있어요. 하지만 속으로는 김칫국 한 사발 마시고 점 찍어 뒀던 맛집, 핫플레이스로 데이트 풀코스 계획 완료. 연애를 시작하면 언제 철벽을 쳤는지 기억도 안 날 정도로 애정표현도 스킨십도 적극적으로 하는 편이에요. 나만의 철두철미한 연애 기준 5조5억 개 중 5억 개 정도만 타협하면 더 빠르게 인연이 다가올지도 몰라요.접기",1.0,2.0,2.0,2.0,0.0,ENFP,ESTJ,grey
E,S,T,J,ESTJ,http://mbti.glam.am/og/ESTJ.jpg,밀당 1도 없는 갓선비,#호불호확실 #뒷담극혐 #연애도학습함,밀당이라곤 일절 모르는 솔직담백 스타일이에요. 꼿꼿하고 체계적인 성향 덕분에 마치 21세기를 사는 선비 같아요. 당신의 가식 없고 쿨한 매력에 많은 이성이 호감을 느낄 거예요. 책임감이 강해서 약속을 반드시 지키기 때문에 연인에게 금방 신뢰를 얻는 편이기도 해요. 연애 초반엔 감정 표현이 서툴러도 연애도 사랑도 열심히 학습하는 노력파이기 때문에 시간이 갈수록 연애 표현력은 점점 좋아질 거예요. 다만 명확한 호불호와 냉철한 성향 때문에 의도치 않게 연인에게 상처를 줄 수 있어요. '역지사지'를 마음에 품고 상대의 마음을 헤아려 보는 노력을 해보세요.접기,0.5,0.0,0.0,0.0,0.0,ENTJ,INFP,grey
E,S,T,P,ESTP,http://mbti.glam.am/og/ESTP.jpg,브레이크 고장난 연애직진러,#쿨내진동 #19금풀게이지 #연애성공률200%,모르는 사람과도 10분 만에 절친이 되는 핵인싸에게 연애는 식은 죽 먹기죠. 이상형을 만나면 어마어마한 애정 폭발력으로 썸부터 연애까지 빠르게 직진하는 스타일이에요. 남의 눈치를 보지 않고 애정표현이나 스킨십도 적극적으로 하는 편이라 연인에게 사랑받는 느낌을 듬뿍 주는 프로 표현러군요! 갈등이 생겨도 피하지 않고 뒤끝도 없어서 쿨한 연애가 가능해요. 얽매이는 걸 싫어하는 자유영혼이기 때문에 지나치게 구속하지 않고 다양한 데이트를 즐기며 취미를 공유할 수 있는 사람을 만나는 걸 추천해요.접기,0.0,0.5,0.0,0.0,0.0,ISTP,INFP,grey
E,S,F,J,ESFJ,http://mbti.glam.am/og/ESFJ.jpg,눈치력 만렙 연애집사,#오지라퍼 #자발적을의연애 #첫만남에2세계획,"상대방의 감정을 잘 읽고 맞춰줘서 연애할 때 갈등이 적어요. 오지랖 넓고 주변을 잘 챙겨서 누구든 당신 곁에서 편안함을 느낄 거에요. 하지만 사실은 호불호가 명확해서 연인의 행동에 간섭하고 싶지만, 갈등을 만들고 싶지 않아서 불만이 있어도 속에 쌓아두는 편이네요. 가끔 속마음을 표현할 때에도 불편한 말이 다 필터링 된 예쁜 말만 해주려고 노력해요. 이런 당신의 빛나는 센스 덕에 결혼까지 생각한 연인들이 많았겠어요. 하지만 갈등은 피할수록 깊어지는 법. 더 솔직하고 편안한 연애를 위해, 어렵더라도 고민을 바로 이야기해 보는 건 어떨까요?접기",0.0,0.0,0.5,0.0,0.0,ESFP,INTP,grey
E,S,F,P,ESFP,http://mbti.glam.am/og/ESFP.jpg,썸도 환승도 5G 극한러버,#오버액션 #이벤트덕후 #변덕이탱탱볼급,"연애할 때 한없이 다정하고 콩깍지가 단단히 씌어서 매일 연애 1일 차 같은 설렘과 이벤트가 가득할 거예요. 썸 추진력도 5G급이라 연애 성공률은 걱정할 것 없겠네요! 하지만 생각이 자주 바뀌는 편이라 나도 모르는 사이 마음이 갈대처럼 흔들릴 수 있어요. 당신의 무한동력 같은 에너지로 연인과 함께 파티, 스포츠처럼 활동적인 데이트를 즐기다 보면 다시 마음이 불타오를 수 있어요. 또 '한 번뿐인 인생, 즐겁게 살자'는 나의 가치관을 응원해주는 사람이라면 오랫동안 즐거운 연애가 가능할 거예요.접기",0.0,0.0,0.0,0.0,0.0,ESFP,INTJ,grey
E,N,T,J,ENTJ,http://mbti.glam.am/og/ENTJ.jpg,인내심 반토막난 연애CEO,#불도저연애 #프로야망러 #성취감변태,"일? 사랑? 아무것도 포기할 수 없어! 야망 가득한 워커홀릭인 데다 사랑도 일처럼 척척 해치우는군요. 불도저 정신으로 썸에서 연애까지 시속 200km로 직진. 연인이 고민할 때 빠르게 해결책을 제시하고, 싸울 때도 잘잘못을 확실히 따지는 편이에요. 하지만 단호하고 이성적인 모습이 연인에게 상처를 줘서 관계가 와장창 깨진 적도 있을 거예요. 남의 눈치를 보지 않고 주도적으로 행동하다 보면 나도 모르는 사이 상대방에게 상처를 줄 수 있어요! 상대의 감정을 조금 더 생각해 주려 노력한다면 오랫동안 안정적인 연애를 할 수 있을 거예요.접기",0.0,1.5,0.0,0.0,0.0,ENTP,ISFP,grey
E,N,T,P,ENTP,http://mbti.glam.am/og/ENTP.jpg,단호박 먹은 연애불도저,#호불호확실 #일단들이대는편 #나도몰라종착지,"썸 추진력 상위 1%, 좋으면 앞뒤 안 재고 돌진하며 썸도 연애도 빠르게 시작하는 금사빠! 말발이 타고나서 격렬한 토론도 좋아해요. 관심 있는 주제로 밤새 떠들 수 있는 상대라면 운명적인 연애를 시작할 수 있을 거예요. 호불호 확실하고 싫증을 빨리 내는 편이라 새로운 핫플이나 액티비티를 함께 찾아다닐 수 있는 사람을 만나면 지루할 틈 없이 다이나믹한 연애를 즐길 수 있어요. 하지만 개인의 시간도 중시해서 모든 시간을 상대와 공유하고 싶진 않을 거예요. 자기 계발을 위한 시간도 필요하다는 걸 연인에게 잘 설명한다면 갈등 없이 연애할 수 있을 거예요.접기",0.0,0.5,0.0,0.0,0.0,ENTJ,ISFJ,grey
E,N,F,J,ENFJ,http://mbti.glam.am/og/ENFJ.jpg,쿠크다스 멘탈 연애 치어리더,#칭찬봇 #1분에100마디 #저세상오지랖,"빠른 눈치로 연인의 감정을 척척 알아맞히고 연애를 위해 시간과 노력을 아끼지 않는 스타일이에요. 장점을 알아보고 응원해 주는 데에 능숙해서 연인에게 든든한 치어리더가 되어줄 수 있어요. 1분에 100마디씩 칭찬해 줘서 자존감 낮은 사람도 당신과 함께라면 언제나 파워당당! 하지만 상처받기 싫은 마음에 갈등을 피하고 좋은 말만 계속한다면 문제는 해결되지 않고 깊어질 거예요. 힘들 때 자기 생각과 감정을 솔직하게 표현하는 것도 중요해요. 애정 표현, 썸 추진력은 상위 1%이니 연애 성공률은 걱정할 필요가 없겠네요.접기",0.0,0.0,0.0,0.0,0.0,INFJ,ISTJ,grey
E,N,F,P,ENFP,http://mbti.glam.am/og/ENFP.jpg,사랑을 쫓는 피터팬,#애정으로지구폭발 #충동 3000% #취향존중,"개성을 존중하고 자유를 사랑하는 나에게 구속하는 연애란 있을 수 없죠. 어떤 옷, 어떤 헤어스타일이든 간섭 제로, 취향 존중. 연인이 갑자기 일을 그만두고 여행을 떠나겠다고 하면 묻지도 따지지도 않고 응원해 줄 스타일이에요. 한 번 빠지면 화끈하게 올인하기 때문에 헌신적인 연애를 할 가능성이 높아요. 어느 정도의 보답을 원하기도 해서 상대가 너무 받기만 하면 혼자 꿍해서 토라질 때도 있을 거예요. 나의 헌신과 응원에 진심으로 감사할 줄 알고 내 모습을 있는 그대로 존중해줄 수 있는 사람을 만난다면 오랫동안 행복한 연애를 할 수 있을 거예요.접기",0.0,0.0,0.0,0.0,0.0,ENTP,ISTJ,grey
I,S,T,J,ISTJ,http://mbti.glam.am/og/ISTJ.jpg,리액션 버튼 고장난 연애봇,#내적사랑꾼 #플래너성애자 #연애원칙주의자,"꼼꼼하고 철두철미한 성향에 리액션 버튼이 고장 난 것처럼 감정 표현은 서툴지만, 마음속으론 '사랑해~ 고마워~'를 외치는 내적 사랑 가득한 연애봇이에요. 연애도 나만의 원칙에 맞게 계획적으로 차근차근 진행하기 때문에 시작이 다소 느릴 수 있어요. 하지만 눈치가 빨라 상대의 생각을 잘 읽고 맞춰 줘서 한번 시작하면 갈등 없이 가장 안정적으로 연애를 하는 스타일이기도 해요. 나의 계획성과 꼼꼼함을 존중해주고 인정해주는 사람을 만나면 더없이 행복한 연애가 가능할 거예요.접기",0.5,0.0,0.5,0.0,0.0,ISFJ,INFJ,grey
I,S,T,P,ISTP,http://mbti.glam.am/og/ISTP.jpg,개*마이웨이 연애주의자,#마이웨이 #혼자놀기만렙 #내사람홀릭,연애도 인생도 일관성 있게 마이웨이! 서로의 생활을 존중하고 구속하지 않는 자유로운 연애를 좋아해요. 연애할 때에도 반드시 혼자만의 시간이 필요하고 그렇지 못하면 스트레스를 받아요. 상대의 감정이나 생각을 잘 읽는 편이지만 마이웨이답게 눈치를 보며 행동하지는 않아요. 처음엔 속마음을 잘 꺼내지 않지만 내 사람이 되었다고 생각하면 박찬호급 투머치토커로 돌변하는 스타일이기도 해요. 애정표현이나 스킨십은 다소 소극적인 편이라 좋아하는 사람이 생겨도 티가 잘 안 나요. 감정을 먼저 표현하려 조금 더 노력한다면 연애 성공률을 200% 끌어올릴 수 있을 거예요.접기,0.5,0.5,0.0,0.5,0.0,ESTP,INTP,grey
I,S,F,J,ISFJ,http://mbti.glam.am/og/ISFJ.jpg,뒤끝 오지는 사랑집착꾼,#뒤끝100스푼 #사랑확인형 #챙김마스터,"작은 기념일, 이벤트까지 꼼꼼하게 챙기며 연인의 행복을 확실히 서포트하는 사랑덕후에요. 상대를 행복하게 해주는 것이 연애의 의무 중 하나라 생각하기 때문이죠. 누구보다 아낌없이 사랑을 주는 만큼 때때로 상대의 사랑을 확인하고 싶기도 할 거예요. 감정 표현에 서툰 사람을 만나면 내가 주는 만큼 받지 못하는 것 같아 오랫동안 뒤끝이 남을 수도 있어요. 나의 노력을 존중해주고 진심으로 감사할 줄 아는 사람을 만나면 오랫동안 사랑 넘치는 연애를 기대해도 좋아요. 남의 눈치를 보는 데에 너무 많은 시간을 쓰지 말고 내 감정부터 충실하게 살피고 표현하는 것도 잊지 마세요.접기",0.5,0.0,0.0,0.0,0.0,INFJ,ENTP,grey
I,S,F,P,ISFP,http://mbti.glam.am/og/ISFP.jpg,귀차니즘 만렙 프로긍정러,#좋은게좋은거 #태생적집콕러 #세미관종,"성선설은 나를 보고 나온 말 아닐까? 감정이입 잘하고 선한 성격 덕에 연애에서도 빛과 소금 그 자체인 사람이에요. 공감력 200%로 상대방의 특이 취향까지 존중해 주고 맞춰 주며 긍정에너지를 마구마구 전파해요. 하지만 가끔은 갈등이나 논쟁이 그저 귀찮아서 좋게좋게 넘어갈 때도 있다는 사실! 거절을 잘 못 해서 부탁도 하소연도 잘 들어주지만, 상대의 감정만 받아주다 보면 정작 나에게 소홀해질 때도 있을 거예요. 내 안에 잠재된 세미관종력을 잘 발휘해서 조금 더 내 감정과 생각을 솔직하게 표현해도 좋아요.접기",0.0,0.0,0.0,0.0,0.0,ISFP,ENTJ,grey
I,N,T,J,INTJ,http://mbti.glam.am/og/INTJ.jpg,고집만렙 연애분석가,#츤데레 #데이트창조신 #분석성애자,호불호 강하고 주관이 뚜렷해서 가치관이나 관심사가 맞지 않으면 관심이 1도 없어요. 하지만 전형적인 츤데레 스타일이라 겉보다 속이 훨씬 따뜻해요. 애정표현은 조금 서툴러도 이 사람이다 싶으면 철저하게 분석하고 계획해서 썸에서 연애까지 빠르게 추진해요. 덕분에 연애 성공률도 높은 편. 아이디어와 상상력이 넘쳐서 남들이 하지 않는 색다른 데이트를 창조하고 즐기는 경우가 많아요. 연애에서도 완벽을 추구하기 때문에 늘 분석하고 탐구하지만 때로는 마음을 따라가는 게 정답일 때도 있다는 걸 잊지 마세요.접기,0.5,0.0,0.0,0.0,0.0,INTP,ESFP,grey
I,N,T,P,INTP,http://mbti.glam.am/og/INTP.jpg,연애 성공률 1% 나르시스트,#나자신최고 #개ㅆ마이웨이 #무의식팩폭러,"기존의 연애 방식을 거부하고 나만의 연애를 만들어 가는 스타일이에요! 늘 새로운 아이디어가 넘치고 나만의 연애를 끊임없이 탐구하기 때문에 유니크하고 특별한 연애를 하는 경우가 많아요. 남의 눈치를 보지 않고 자존감도 높아서 상대의 외모나 조건보다는 사고방식, 대화 스타일 등이 나와 잘 맞는지가 더 중요해요. 워낙 직설적이고 논리적인 편이라 그저 의견을 이야기하는 것뿐인데도 의도치 않게 팩폭하고 있는 내 모습을 발견할 수 있을 거예요. 조금만 더 상대의 감정을 읽으려 노력한다면 오랫동안 안정적인 연애가 가능할 거예요.접기",1.5,0.5,0.5,1.5,0.0,ENTP,ESFJ,grey
I,N,F,J,INFJ,http://mbti.glam.am/og/INFJ.jpg,겉차속따 연애꿈나무,#속앓이원탑 #짝사랑매니아 #표정관리고수,"좋아하는 사람이 다가오면 속으론 행복해해도 겉으론 차갑게 반응하는 연기파예요. 이상형은 확실하지만, 표현이 서툴러서 짝사랑과 속앓이를 가장 많이 하는 스타일이기도 해요. 하지만 일단 시작하면 삶의 1순위가 연애로 바뀌기 때문에 연애를 방해하는 모든 장애물을 다 부수며 상대에게 올인해요. 표정 관리를 너무 잘해서 상대가 내 마음을 전혀 눈치채지 못할 때도 많을 거예요. 남의 눈치를 보는 데에 너무 많은 시간을 쓰지 말고 내 감정을 조금 더 솔직하게 표현해 보세요. 그동안 꿈꿔왔던 연애가 시작될 거예요.접기",0.5,0.0,1.5,0.5,0.0,ISFJ,ESTP,grey
I,N,F,P,INFP,http://mbti.glam.am/og/INFP.jpg,망상에 사는 철벽금사빠,#365일망상꾼 #내사람덕후 #연애기준5조5억개,"연애 시작과 동시에 앞으로 행복할 일, 싸울 일, 우울할 일을 미리 상상하고 기뻐하고 걱정하는 스타일이에요. 상대의 감정에 잘 공감해 주지만 내 감정은 잘 표현하지 않아서 막상 좋아하는 사람이 다가와도 철벽을 칠 때가 있어요. 하지만 속으로는 김칫국 한 사발 마시고 점 찍어 뒀던 맛집, 핫플레이스로 데이트 풀코스 계획 완료. 연애를 시작하면 언제 철벽을 쳤는지 기억도 안 날 정도로 애정표현도 스킨십도 적극적으로 하는 편이에요. 나만의 철두철미한 연애 기준 5조5억 개 중 5억 개 정도만 타협하면 더 빠르게 인연이 다가올지도 몰라요.접기",0.0,0.0,0.0,0.0,0.0,ENFP,ESTJ,grey
